ProductId,Rating,UserId
126,5,560221581502224046
127,2,5610120506890322896
128,1,344062288393676
129,4,372301207918303
130,1,374288196963259
131,1,5602215561739774149
132,2,560222849827188207
133,5,56022375865146783
134,2,372301650330865
135,3,5610716026042299249
136,3,344360748854588
137,2,372363224005985
138,4,5602216780065663
139,5,374622713877057
140,1,560221510932141785
141,5,372301140710551
142,1,561021840701283785
143,1,378106718288888
144,4,374288948531941
145,2,374283433874708
146,4,5602229399454048777
147,1,56022514257411435
148,4,56022523682108169
149,4,374283693957706
150,4,560223210859341280
151,3,374622924902280
152,1,374622101247749
153,5,56022274455998788
154,5,337941112580153
155,4,560222349684100718
156,5,560222221888009609
157,2,342035931527561
158,1,5602216773325238442
159,1,5602251108425842726
160,3,372301873582003
161,1,372301389353592
162,3,5610996311069298
163,2,5602211648600454499
164,2,370350703350869
165,5,337941584515562
166,4,5602251628919201
167,4,5602251897264867
168,1,337941382342797
169,3,374288434984810
170,1,5602225038998557059
171,2,56022380178934883
172,3,5602218609861244675
173,1,56105172753369654
174,1,348849316445320
175,3,374622938479127
176,2,340640884211253
177,1,5602258738667430
178,2,341902051166341
179,3,370936116050581
180,2,5602247658140738978
181,5,5602239200814258023
182,5,560224573920990123
183,3,5602241194898627227
184,2,5602226226617258
185,4,374903982586243
186,4,341794762748776
187,2,56022196148418645
188,2,347116614239818
189,2,560222242170576063
190,3,374283307623512
191,1,5602213584662308
192,1,374622138740823
193,1,5602218499204450
194,2,56022564353008585
195,2,560224520329864920
196,5,5602215449253280
197,2,5602243814404204017
198,4,337941416033933
199,5,5610264064056917
200,3,5602212503466353
201,5,337941650339608
202,1,560224528182002595
203,4,560222421201831172
204,3,379605188569114
205,4,560225099918007661
206,2,374288930575245
207,4,372146455623471
208,1,56022134101403031
209,1,5602237247677014631
210,2,372473811938264
211,3,560221030416973157
212,5,337941572096203
213,3,374622679898261
214,3,56109007500965147
215,4,5602251730022181073
216,5,560224741807864782
217,2,5602251508548203377
218,4,341034039482101
219,4,372301555879826
220,4,374622089832595
221,5,560224065517287765
222,4,374288589035319
223,3,374622513151240
224,4,372301652910946
225,5,5610641549254417563
226,1,56022587117493041
227,3,5602213383569774459
228,1,5602234005794926
229,1,337941780759220
230,1,374288575021661
231,3,374283122450422
232,1,5602248289126423
233,2,5602224815673865
234,4,5602225287177715
235,5,372301535639191
236,2,5602213994922102
237,4,337941859307745
238,4,374622154686645
239,2,349920801453027
240,5,560224445277737334
241,2,560223987402940961
242,4,5602255600817714931
243,2,560223406012042993
244,1,560225142770958017
245,5,337941958213471
246,3,5602251096646518
247,3,560221205516271336
248,2,5610160067160006660
249,2,337941406858976
250,1,372301087110377
251,3,56022316542081050
252,3,374283042306233
253,3,374283326432010
254,5,5602225938902560
255,1,372301936405663
256,3,372301310269701
257,4,5602238915267784545
258,1,5602241662071552891
259,5,372301043104076
260,3,374288573406773
261,3,56022188197106742
262,1,342475793167264
263,1,374622916908444
264,4,561058620719452788
265,3,56022576881077106
266,3,374622836726488
267,4,344791162702921
268,3,372301978297341
269,4,5602240793846943
270,5,371589610427158
271,4,5602232219061488643
272,3,374288035104727
273,5,374283303103527
274,4,372301781339090
275,2,5602235829012429
276,3,560225260096149556
277,1,374283042406652
278,4,372301344350311
279,1,5610531685816390626
280,3,372301521275687
281,5,560225735718417879
282,5,5602220118657597
283,3,5602213551983596
284,2,560221921784853437
285,2,374283473078665
286,4,56022505315886881
287,3,560222212972945964
288,2,5602245074256654
289,3,5610813267220199
290,3,5602243261293497023
291,2,374288706910865
292,4,560225722873913009
293,1,5602254420496616245
294,1,337941514926848
295,1,5602240904127302736
296,5,374818736058184
297,1,374622398144682
298,3,561083026230446482
299,3,5602251166661314
300,3,5610957559595840
301,2,5602221382371520183
302,3,5602234927009788597
303,2,374622325758562
304,1,56022487411815637
305,5,340124181927721
306,1,5602232465479657
307,4,374283910269430
308,3,56022369624147117
309,2,5602243879028394
310,5,337941389984104
311,2,56022369119345390
312,4,374288561748715
313,1,374622329393911
314,4,374622574800891
315,4,5610960085970942967
316,2,374288646964022
317,2,374283939288585
318,3,5602225037408550
319,2,5602222618763958
320,4,372301166238271
321,5,5602247887519534
322,4,371935812476636
323,2,337941550148836
324,2,5602236539271420003
325,3,56022250178845092
326,4,337941908064081
327,3,56022293871423940
328,5,5602259159280083
329,2,56106687192733466
330,5,378929983414628
331,1,5602219173648298545
332,3,5602252984235009295
333,4,349496021419445
334,4,374288738138303
335,2,56022237080848546
336,1,374288304531113
337,3,5602252688300126
338,2,56022464963450667
339,2,374622161570774
340,2,349780273045523
341,3,5602234911565972
342,1,56022318659355269
343,4,374288001760965
344,5,374622042047075
345,1,374288769543785
346,1,561094543666308835
347,3,56022424082681030
348,1,337941944158970
349,4,337941127007358
350,3,5602215911934496487
351,5,5602236926961713955
352,1,347275859743536
353,2,374622687826999
354,3,5602234938263034008
355,4,560225846591943186
356,4,5602230725041774201
357,2,5602225670152671
358,2,337941687842616
359,1,344192456508167
360,3,337941339104621
361,2,560224626131590627
362,1,379080014481712
363,3,374283042871087
364,5,372301495689962
365,3,372676213128389
366,1,348948467232964
367,4,5610074134955133
368,1,56022252137126846
369,3,374288316972420
370,2,56022567137791129
371,2,342685378887322
372,5,374288676900227
373,2,337941397904664
374,3,374283936426360
375,1,560221490083615129
376,1,560221738159948299
377,1,372301436492104
378,3,374214454207809
379,5,374622124924415
380,2,5602244308709414
381,3,56022528150652358
382,5,5602256710111070
383,4,374288879419496
384,3,56022583770580281
385,5,374283626490759
386,2,372301197193800
387,3,371315973170536
388,4,374283820709095
389,3,560223966459173866
390,4,376841954752302
391,4,374288864705057
392,5,5602242212894058
393,5,560225625691218651
394,4,340405821449345
395,1,374622268614186
396,1,560225582124057133
397,3,560221369573671059
398,5,56103612764024659
399,5,374622660508184
400,2,337941129145743
401,4,374288374548385
402,3,5602245578473789
403,3,377706155829648
404,2,374622056103897
405,2,372301205552807
406,3,372301695012692
407,4,337941092542082
408,4,5602255610375701741
409,5,5602215284757833
410,4,5602211297103545
411,5,344477579844049
412,2,5610993482852966
413,3,560225938909300595
414,5,374283201138971
415,2,5602230122185618
416,4,5610499532103392
417,3,379580378659167
418,2,56022431696982308
419,5,560223971222024529
420,2,371274182968653
421,5,5602213954000931
422,5,372301879048074
423,2,374283139735823
424,1,374283620945220
425,5,345477249282405
426,3,5602215171603003086
427,4,5610511390152186
428,3,345873966773537
429,2,5610947151811723988
430,2,56022235238726267
431,5,560223197635387705
432,5,5602233574364880295
433,4,560225134691171796
434,1,343276620042947
435,3,56022119657628891
436,1,337941213420085
437,3,5602222149931522150
438,2,374622796779766
439,1,340425804388930
440,3,560221347222659808
441,2,341575386309578
442,2,374283944740471
443,2,348764521879496
444,2,374622779511616
445,5,560221685225777220
446,5,349896407105544
447,5,560224150253963611
448,5,374283489579201
449,1,372301484787116
450,1,5602259447966089
451,2,374288212222268
452,1,371365093231932
453,5,374622625794150
454,1,372572199448067
455,5,374283188287510
456,1,374283671912236
457,5,374283178321717
458,3,5602216782080892
459,2,347372699284589
460,4,560221044152574251
461,1,5602210439594461299
462,5,344083853993039
463,4,373370890236074
464,5,560222964750899330
465,4,374283967169962
466,2,5602224544560910130
467,3,374283605756550
468,1,5610497594413320683
469,2,376362377355896
470,3,372301791450135
471,4,56022222695930335
472,5,372301674842986
473,3,561047017974827735
474,1,374288495217357
475,4,337941868226662
476,5,374288189639064
477,3,5602223459244959
478,1,560222205178863981
479,3,376694311902239
480,2,374288464820330
481,5,337941999150013
482,4,372301749148492
483,5,372301176641969
484,1,561006345241188287
485,1,374622073094640
486,4,5610122132153156844
487,4,374283501920730
488,3,56022148533307636
489,4,374288321984568
490,4,5610167898936635629
491,3,5602252496076962235
492,4,341974051028458
493,3,560223901972964210
494,3,56022316760772034
495,5,56022515039291730
496,1,337941792147661
497,2,5602214180600726
498,3,374622700773152
499,5,337941592658164
500,3,560225817417637963
501,3,56022398852017718
502,2,374622429945461
503,1,5602255754655188227
504,3,374283233592450
505,5,374622969034262
506,5,372301008506927
507,3,374288479880642
508,1,5610472291784144805
509,5,5602224210553762793
510,4,374283655348092
511,1,56022463966695948
512,3,349703586868936
513,1,372301144951383
514,2,5602222037228312288
515,5,376260217025127
516,5,5602217200491976
517,5,5610778080384318
518,4,337941896318481
519,4,374288366233921
520,5,5610549714837637
521,5,5602233295960197
522,4,347030256129296
523,4,56100780585311713
524,3,378631934681814
525,3,374283215790759
526,1,560225403471452332
527,2,374283256583204
528,2,378824571485280
529,5,5602227384621455578
530,2,5602252317741914
531,3,337941749380290
532,4,372301587998552
533,3,337941956566458
534,4,374622788924776
535,4,560223555391569180
536,5,374288651071325
537,5,374283778864785
538,2,372301321048268
539,5,5602256418263041
540,4,56101080234286898
541,4,345654554612810
542,2,5602253407681002
543,2,374283108547845
544,1,5602257877517679
545,2,337941480175685
546,5,5602241953582245
547,3,5602221145532479783
548,5,56022390267546175
549,4,56022242859398871
550,5,374283798569422
551,1,56022198390726527
552,3,374622535142003
553,1,374288539623867
554,5,56103711496676073
555,5,378847812198164
556,3,5602219298902930
557,4,344812891006481
558,1,5602233995132110063
559,1,5602253872946994658
560,5,5602221697476748
561,1,372301789260892
562,1,560224287105361790
563,3,560223194599437360
564,2,56022270596772116
565,1,56022485901241538
566,3,5602235206480652
567,2,5602217822351807577
568,3,374283971419783
569,2,370352892558427
570,5,5602217590000281144
571,5,5602243639831525
572,4,374083334394628
573,3,374288893614288
574,1,5602258554519459344
575,2,376029678625554
576,1,337941820228053
577,3,561032347511544031
578,5,374288067269547
579,3,560223044685511273
580,4,56022187360610142
581,2,376708062340181
582,2,56022461842512881
583,5,345980263995695
584,2,5602244565362683
585,5,345475393918881
586,3,372301076684788
587,5,337941346681884
588,2,5610907051112644
589,5,374288729579374
590,3,372301261370391
591,3,560224053310774163
592,2,5602239702538229
593,1,337941143778206
594,5,341997646393616
595,2,374283315535930
596,2,372301519474193
597,1,337941173563809
598,5,374288011071858
599,4,561059187367618937
600,2,56022396500077092
601,1,374622501730203
602,3,374283805634243
603,2,374622077501632
604,3,5602245164132936086
605,2,5602238454803757
606,4,56022598949188881
607,3,560225272091456670
608,3,374283598236222
609,3,337941436613607
610,4,374283903801991
611,3,374622676746349
612,3,56022224330752256
613,5,5602227965704683977
614,4,5610913687500367462
615,1,5602249661158068526
616,4,374283874643257
617,2,56103190561004752
618,3,5602247671615399
619,3,374622887803517
620,4,337941566989926
621,4,348910594075831
622,4,342839411830050
623,4,5602232454610338
624,5,561005388012463365
625,3,374288373795276
626,3,349033624876927
627,4,5602216123310527302
628,3,561057999061162356
629,3,5602242383460499433
630,5,374283991950023
631,2,378402625394582
632,2,337941134901114
633,5,560225742072923070
634,4,337941795574515
635,2,56109310673538935
636,1,560221345522128219
637,5,56104077590638982
638,3,377938683141200
639,1,5602213740225313
640,2,372301983218951
641,1,560224074866806431
642,1,346989927045424
643,2,372301508147420
644,1,5602250229377835
645,5,377360124349658
646,4,5602245711193894875
647,1,374283364409250
648,3,5602244667580927
649,3,5602257359444956302
650,5,5602233643021742
651,4,5602233346710693742
652,3,374288216489038
653,3,5610453053566669
654,3,337941053022926
655,3,5602224735854033
656,5,56102287521268344
657,2,337941749385083
658,3,56022233167973265
659,3,5602246026645924686
660,2,561033945260506835
661,1,56022529996039669
662,4,5602233377087380
663,1,5610022011432021626
664,3,342228010513236
665,4,372301054386422
666,1,5602257787147096
667,3,337941201938551
668,3,560222805288023341
669,1,370612684545225
670,1,560224398719424138
671,2,374288241907806
672,1,56022318033322217
673,5,5602210201254170
674,1,5602227281524793
675,3,371579229529320
676,3,56022527440832846
677,4,5610971666948576289
678,3,374622167129906
679,1,5610706164405428
680,5,560224694959407712
681,3,5602247899663114
682,2,56109340439183429
683,1,374622772613062
684,4,5602243028638242
685,4,56108578121582553
686,1,379216904014144
687,1,374622471102110
688,4,374622383164331
689,2,337941837475614
690,3,345186519307525
691,2,374288103834239
692,1,5602242661899010065
693,3,5602211326368341
694,1,560223370221987515
695,2,344014031662766
696,3,374288118633071
697,2,374288243174512
698,4,345689393194836
699,4,374288784950379
700,2,560224610784001793
701,1,5610888204393568171
702,5,5602250508920221022
703,2,374622991676239
704,4,56022246304250934
705,1,345934126526387
706,3,5602252531741817917
707,2,5610010319385076
708,5,337941390874831
709,3,560221046840907173
710,3,346670256719314
711,3,372301472952136
712,2,5602249065073309223
713,4,372301525643708
714,4,5602223675696511
715,3,374288298135210
716,4,56022478889935627
717,5,377118055804194
718,5,560225292631790925
719,1,5602236197375471
720,5,374283460588189
721,5,374622471127174
722,4,560221133594958121
723,2,378827666406947
724,5,374622507163433
725,2,374283695326959
726,4,374283422602888
727,4,560224381638032141
728,4,346596058030081
729,4,374283013270194
730,2,5602256303932384396
731,2,5602223314915496
732,5,379193831287012
733,3,337941806034962
734,1,5602234340732433
735,3,337941117379684
736,3,5602235512999924
737,1,560224688219147290
738,1,5610806570602053
739,2,374288697980224
740,3,337941098397945
741,5,372301324458126
742,4,374283876994377
743,3,5602258136563050722
744,1,56022287536600090
745,2,5602233295425969
746,3,560221542166252343
747,4,5602241655413574
748,3,337941337891336
749,5,5610046117339121
750,1,5602237049693608
751,4,5602244629905250130
752,1,374283444125793
753,3,374283215811795
754,2,5610260454820590466
755,4,374283185518057
756,5,374288544390437
757,4,337941760512029
758,2,372301271068167
759,5,374288603424333
760,1,374622202913413
761,4,5602233542414212
762,5,345443156912582
763,2,560221409576122393
764,5,56102189716295316
765,4,379332665152633
766,5,56022467799325433
767,4,5602249077203267
768,5,56022182106130877
769,3,378553371838584
770,4,372301467551653
771,2,5602258277626847462
772,5,337941668735763
773,3,374815929445871
774,3,337941474371142
775,3,5602241917958630
776,3,561098728022757447
777,1,374288962810585
778,4,374283897651048
779,1,560224953862838854
780,1,372301137470102
781,5,376031680162618
782,3,560222721236660912
783,1,56022354282473203
784,2,5602253710113016
785,3,5610816666213944567
786,4,560224671268336808
787,4,337941424349693
788,1,374288364309103
789,2,374283535149470
790,2,5610617264929706
791,2,374288899882921
792,2,56105687798791927
793,1,56022329632310875
794,5,374622942786483
795,4,560222261485159183
796,2,560225858278497360
797,5,374283639868041
798,1,342772618133590
799,2,560225019737488447
800,1,370862248334620
801,3,5602257985196330377
802,1,374283625654629
803,3,56022459682201854
804,2,560224145245587031
805,3,560221372888193702
806,2,374288516188579
807,1,560222998832469308
808,5,337941032629288
809,3,5602256388291993176
810,5,346393279594644
811,1,337941578228560
812,4,374283911279503
813,2,337941625009435
814,1,374622608532437
815,4,371193688548787
816,1,5602244752963830
817,2,5602244357772548671
818,3,374622826807595
819,3,372301609767811
820,3,343637685693140
821,4,561062214257591712
822,3,56108005881106415
823,5,376007239694921
824,4,5602240312887718283
825,5,374288191484269
826,2,337941252772883
827,5,560221246431501613
828,1,337941714938817
829,5,374622449523249
830,4,56022536476498992
831,3,349237884975341
832,5,5602253376569043181
833,4,374288772920939
834,1,561020323700524930
835,3,337941988232020
836,4,374622119178399
837,3,56022535669698814
838,5,5610679368566981041
839,3,56022163769760911
840,4,372301366091868
841,5,5602257845873816
842,1,340621668034681
843,1,5602236930288305164
844,4,372301767505276
845,4,374622784983297
846,2,345503545675461
847,4,374283045448032
848,5,560225185645966368
849,2,372528680350329
850,1,372301309278143
851,2,5602226279790747
852,2,374288155152043
853,4,374288169051058
854,2,561084487656513495
855,2,56022294850598272
856,5,5602259101783346267
857,1,560221005137773961
858,5,560224703909374375
859,3,5602249787675329065
860,1,337941426289723
861,4,374622451649346
862,1,560225997680779294
863,3,5602218221363293
864,3,560223175646555817
865,1,345477873263382
866,4,5602235833151609590
867,3,5602223207770497204
868,2,560221735365164703
869,1,372301243260827
870,1,374288976070143
871,2,56022261668091766
872,2,560221617304703017
873,3,343391043726321
874,4,5602220848231838
875,5,560221829483004006
876,3,374288348998112
877,5,374288841833865
878,1,561011097905269860
879,3,5610877682233186
880,1,56022106718354427
881,3,374283464566637
882,4,379106786993491
883,2,5602243512433019
884,3,560223692505086130
885,5,560224901048097895
886,2,337941847218442
887,1,56022521253370762
888,2,374288690764500
889,4,5602210822983102204
890,1,560225153630180445
891,1,345425643464764
892,4,374622396845066
893,3,560225833804455695
894,3,372301116985674
895,5,5602237746266120
896,4,56022513164569814
897,3,374283366314953
898,4,374288876630624
899,3,5602245640720539242
900,5,372301383580562
901,2,374288172924853
902,2,374622228496237
903,4,561076844731050093
904,3,337941131561754
905,4,5602243826509033
906,5,5602233292563504208
907,1,374283716265418
908,3,560221711027167566
909,2,5602246164072474022
910,4,344239126873065
911,3,560223228556842491
912,5,374622086186730
913,2,56022359377194085
914,3,5602252621183753
915,2,372301368392520
916,3,5602250438680249510
917,3,377689319747700
918,1,56022490546815225
919,5,337941641191910
920,1,374622898223747
921,4,56022121618147813
922,1,374288685685934
923,2,372301331314320
924,3,374288381413318
925,5,337941317406741
926,2,379409158626917
927,2,56100485943111645
928,3,372301506619180
929,2,5602235257000374372
930,3,56022573222970560
931,1,560221690474220419
932,1,5602255803664214159
933,1,56022381431425768
934,2,372301241187477
935,2,5602251653082214966
936,2,372369830846233
937,2,56022486886831061
938,3,374622964004401
939,4,337941880749998
940,1,374622118579258
941,1,374622327390901
942,5,5610478602666926
943,4,337941241669182
944,5,5602258601131192744
945,5,5602259352967094633
946,2,374288103293865
947,4,5602237012652451087
948,5,5602227120657581972
949,1,374283344214101
950,4,56022460206796825
951,4,560222045566658936
952,4,560223566228177519
953,1,374288263437732
954,2,375463179403446
955,3,374288196909468
956,3,5602213395268386
957,3,5602248026383030
958,1,560223416197238290
959,4,374288830620968
960,4,374283165400359
961,3,374283303711907
962,4,374283596826560
963,3,5610636303356411315
964,2,560223609081771000
965,4,337941884528737
966,4,5602246121204929
967,3,375298282003794
968,2,372301495265706
969,5,374288472810414
970,1,560224736986909069
971,1,560222783992079760
972,4,5602240245437952
973,3,56022171776720455
974,4,5602233984354140
975,3,5602228599120498
976,1,374283216023887
977,1,349683705932039
978,2,560224547650180782
979,4,374283041147489
980,1,374288856777346
981,3,56022170623162762
982,1,560223860417535615
983,2,374283161539192
984,1,374288136646873
985,1,374288193390373
986,4,374622126758878
987,4,348152107009466
988,3,560225520492114185
989,5,375814260933974
990,5,374283387025000
991,2,374622002401932
992,4,56022337267352336
993,4,5610660553908833
994,1,5602229434222226
995,3,56106004532951628
996,4,374288244537964
997,5,374622635191470
998,5,5602259549952482
999,4,372301894117979
1000,5,5602232475320853379
